Label,Content
spam,new tones this week include 1 mcfly all ab PUNCT 2 sara jorge shock PUNCT 3 will smith switch PUNCT to order follow instructions on next message
ham,solve d case A man was found murdered on lt DECIMAL gt lt gt afternoon 1 his wife called police 2 police questioned everyone 3 wife sir I was sleeping when the murder took place 4Cook I was cooking 5Gardener I was picking vegetables 6House maid I went 2 d post office 7Children we went 2 play 8Neighbour we went 2 a marriage police arrested d murderer immediately who s it reply with reason if U r brilliant
ham,I m on da bus going home PUNCT 
ham,I got a call from a landline number I am asked to come to anna nagar I will go in the afternoon
ham,I m okay chasing the dream what s good what are you doing next
ham,yupz PUNCT I ve oredi booked slots 4 my weekends liao PUNCT 
spam,URGENT we are trying to contact U todays draw shows that you have won a å 800 prize GUARANTEED call 09050003091 from land line claim C52 valid 12hrs only
ham,there r many model PUNCT sony ericson also der PUNCT lt gt PUNCT it luks good bt i forgot modl no
ham,okie
ham,yes I know the cheesy songs from frosty the snowman 
ham,ya ok vikky vl c witin lt gt mins and il reply u PUNCT 
spam,sports fans get the latest sports news str 2 ur mobile 1 wk FREE PLUS a FREE TONE txt SPORT ON to 8007 wwwgetzedcouk 0870141701216 norm 4txt 120p
ham,hey tmr meet at bugis 930 
spam,urgent urgent we have 800 FREE flights to europe to give away call B4 10th sept take a friend 4 FREE call now to claim on 09050000555 BA128NNFWFLY150ppm
ham,all these nice new shirts and the only thing I can wear them to is nudist themed you in mu
ham,hey sexy buns what of that day no word from you this morning on YM PUNCT PUNCT I think of you
ham,and whenever you and i see we can still hook up too
ham,nope but i m going home now then go pump petrol lor PUNCT like going 2 rain soon PUNCT 
ham,can you use foreign stamps for whatever you send them off for
spam,FROM 88066 LOST å 12 HELP
ham,oh baby of the house how come you dont have any new pictures on facebook
ham,feb lt gt is I LOVE U day send dis to all ur VALUED FRNDS evn me if 3 comes back u ll gt married d person u luv if u ignore dis u will lose ur luv 4 evr 
ham,hiya sorry didn t hav signal I haven t seen or heard from and neither has which is unusual in itself I ll put on the case and get him to sort it out hugs and snogs
ham,omw back to tampa from west palm you hear what happened
ham,yup no more already PUNCT thanx 4 printing n handing it up
spam,freemsg fancy a flirt reply DATE now join the uks fastest growing mobile dating service msgs rcvd just 25p to optout txt stop to 83021 reply DATE now
ham,what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want
ham,S now only i took tablets reaction morning only
spam,great NEW offer DOUBLE mins DOUBLE txt on best orange tariffs AND get latest camera phones 4 FREE call MobileUpd8 free on 08000839402 NOW or 2stoptxt T cs
ham,nah I m a perpetual DD
ham,sorry de i went to shop
spam,hope you enjoyed your new content text stop to 61610 to unsubscribe help 08712400602450p provided by tones2youcouk
ham,wen ur lovable bcums angry wid u dnt take it seriously PUNCT coz being angry is d most childish n true way of showing deep affection care n luv PUNCT kettoda manda PUNCT have nice day da
ham,hey you still want to go for yogasana coz if we end at cine then can go bathe and hav the steam bath
ham,nope i m not drivin PUNCT I neva develop da photos lei PUNCT 
ham,I am thinking of going down to reg for pract lessons PUNCT flung my advance PUNCT haha wat time u going
ham,cool I am lt gt inches long hope you like them big
ham,house maid is the murderer coz the man was murdered on lt gt th january PUNCT as public holiday all govtinstituitions are closed including post office PUNCT understand
ham,okie PUNCT thanx PUNCT 
spam,18 days to Euro2004 kickoff U will be kept informed of all the latest news and results daily unsubscribe send GET EURO STOP to 83222
ham,go where n buy juz buy when we get there lar
ham,ok lor PUNCT 
ham,I m working technical support voice process
ham,it s justbeen overa week since we broke up and already our brains are going to mush
ham,tunde how are you doing this is just wishing you a great day abiola
ham,nope PUNCT C Ì then PUNCT 
ham,no but we ll do medical missions to nigeria
ham,no i am not having not any movies in my laptop
ham,whatsup there dont u want to sleep
spam,urgent please call 09066612661 from landline å 5000 cash or a luxury 4 canary islands holiday await collection T cs SAE award 20M12AQ 150ppm 16 ÛÏ
spam,urgent please call 09066612661 from your landline your complimentary 4 lux costa del sol holiday or å 1000 CASH await collection ppm 150 SAE T cs james 28 EH74RR
ham,I havent lei PUNCT next mon can
ham,mm feeling sleepy today itself i shall get that dear
ham,how dare you stupid I wont tell anything to you hear after i wont talk to you 
ham,do Ì noe if ben is going
ham,can you do a mag meeting this avo at some point
ham,I meant middle left or right
ham,really I crashed out cuddled on my sofa
ham,hi chachi tried calling u now unable to reach u PUNCT pl give me a missed cal once u c tiz msg kanagu
ham,I sent you the prices and do you mean the lt gt g 
ham,are you this much buzy
ham,nothing can PUNCT 
spam,I don t know u and u don t know me send CHAT to 86688 now and let s find each other only 150p msg rcvd HG Suite342 2Lands row W1J6HL LDN 18 years or over
ham,no am working on the ringing u thing but have whole houseful of screaming brats so am pulling my hair out loving u
ham,but my family not responding for anything now am in room not went to home for diwali but no one called me and why not coming it makes me feel like died
ham,tick tick tick PUNCT babe
ham,R Ì going 4 today s meeting
ham,K da how many page you want
ham,ya had just nowonion roast
ham,send his number and give reply tomorrow morning for why you said that to him like that ok
ham,you said not now no problem when you can let me know
ham,ok but tell me half an hr b4 u come i need 2 prepare
ham,play w computer aiyah i tok 2 u lor
ham,sat right okay thanks PUNCT 
ham,derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with
ham,ok chinese food on its way when I get fat you re paying for my lipo
ham,we r outside already
ham,have a good trip watch out for remember when you get back we must decide about easter
ham,yo we are watching a movie on netflix
ham,what time I Û m out until prob 3 or so
ham,can meh thgt some will clash PUNCT really ah i dun mind PUNCT I dun seen to have lost any weight PUNCT gee PUNCT 
ham,I dont thnk its a wrong calling between us
ham,I am not sure about night menu I know only about noon menu
ham,ARR birthday today i wish him to get more oscar
ham,say this slowly PUNCT GOD I LOVE YOU amp I NEED YOU CLEAN MY HEART WITH YOUR bloodsend this to ten special people amp u c miracle tomorrow do it pls pls do it PUNCT 
ham,open rebtel with firefox when it loads just put plus sign in the user name place and it will show you two numbers the lower number is my number once you pick that number the pin will display okay
ham,and picking them up from various points
spam,married local women looking for discreet action now 5 real matches instantly to your phone text MATCH to 69969 msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,wow v v impressed have funs shopping
ham,I am on the way to ur home
spam,burger king wanna play footy at a top stadium get 2 burger king before 1st sept and go large or super with coca cola and walk out a winner
ham,no problem talk to you later
ham,then ur sis how
ham,still in customer place
spam,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night
ham,dude u knw also telugu PUNCT thts gud PUNCT k gud nyt PUNCT 
ham,we confirm eating at esplanade
ham,send me your id and password
ham,kind of took it to garage centre part of exhaust needs replacing part ordered n taking it to be fixed tomo morning
spam,for ur chance to win a å 250 cash every wk TXT ACTION to 80608 T s C s wwwmovietriviatv custcare 08712405022 1x150p wk
ham,well I might not come then PUNCT 
ham,long after I quit I get on only like 5 minutes a day as it is
ham,then its most likely called mittelschmertz google it if you dont have paracetamol dont worry it will go
ham,well at this right I m gonna have to get up and check today s steam sales pee so text me when you want me to come get you
ham,just arrived see you in a couple days lt 3
ham,K wat s tht incident
ham,yeah get the unlimited
ham,cThen i thk shd b enuff PUNCT still got conclusion n contents pg n references PUNCT I ll b doing da contents pg n cover pg PUNCT 
ham,forgot it takes me 3 years to shower sorry where you at your phone dead yet
ham,ÌÏ got wat to buy tell us then Ì no need to come in again
ham,when you are big PUNCT god will bring success
spam,U Ûªve bin awarded å 50 to play 4 instant cash call 08715203028 to claim EVERY 9th player wins min å 50 å 500 optout 08718727870
ham, Û we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and c u soon ham 
ham,not from this campus are you in the library
ham,the affidavit says lt gt E twiggs st division g courtroom lt gt lt TIME gt AM I ll double check and text you again tomorrow
ham,how will I creep on you now 
ham,tell your friends what you plan to do on valentines day lt URL gt 
ham,if I get there before you after your ten billion calls and texts so help me god
ham,purity of friendship between two is not about smiling after reading the forwarded message PUNCT its about smiling just by seeing the name gud evng musthu
ham,I ve told him that i ve returned it that should i re order it
ham,house maid is the murderer coz the man was murdered on lt gt th january PUNCT as public holiday all govtinstituitions are closed including post office PUNCT 
ham,depends on where u going lor
ham,and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you PUNCT grins 
spam,freemsg FAV XMAS tonesreply REAL
ham,lil fever now fine 
ham,I think it s all still in my car
